0taskID beam field RA Dec  Good noise bmaj bmin bpa
200325126 01 S1513+5550 225.7119930 54.7914550 0 43.4 17.38 12.58  3.96
200325126 02 S1513+5550 226.5230150 54.8063480 0 35.6 17.24 12.61  3.50
200325126 03 S1513+5550 227.3347710 54.8158330 1 31.9 17.31 12.62  2.32
200325126 04 S1513+5550 228.1469340 54.8198990 1 37.3 16.38 11.91  2.64
200325126 05 S1513+5550 228.9591780 54.8185440 0 32.7 17.36 12.65  7.25
200325126 06 S1513+5550 229.7711780 54.8117670 1 34.9 17.36 12.66  4.62
200325126 07 S1513+5550 230.5826080 54.7995770 0 42.5 17.39 12.70 10.51
200325126 08 S1513+5550 226.0945030 55.2045270 0 52.0 18.15 13.14 -0.83
200325126 09 S1513+5550 226.9142430 55.2169050 1 33.9 17.23 12.48 -0.45
200325126 10 S1513+5550 227.7345700 55.2237850 1 29.4 17.28 12.54  0.45
200325126 11 S1513+5550 228.5551500 55.2251620 0 28.6 17.17 12.69  2.07
200325126 12 S1513+5550 229.3756460 55.2210330 1 30.8 17.22 12.65  1.33
200325126 13 S1513+5550 230.1957210 55.2114030 1 32.2 17.10 12.69  3.99
200325126 14 S1513+5550 231.0150410 55.1962810 1 40.8 17.11 12.72  7.76
200325126 15 S1513+5550 226.4851540 55.6165150 0 36.3 17.44 12.66  0.41
200325126 16 S1513+5550 227.3137210 55.6262930 0 37.3 17.21 12.48 -0.13
200325126 17 S1513+5550 228.1427230 55.6304850 0 28.6 17.06 12.66  1.29
200325126 18 S1513+5550 228.9718110 55.6290880 0 28.8 17.21 12.66  1.22
200325126 19 S1513+5550 229.8006380 55.6221010 0 27.1 17.08 12.69  2.47
200325126 20 S1513+5550 230.6288590 55.6095340 1 44.2 17.23 12.88  8.96
200325126 21 S1513+5550 226.0472890 56.0145560 0 35.0 17.30 12.55 -0.52
200325126 22 S1513+5550 226.8841690 56.0273160 0 32.6 17.12 12.57  0.14
200325126 23 S1513+5550 227.7216750 56.0344100 1 27.0 17.10 12.57  0.49
200325126 24 S1513+5550 228.5594490 56.0358290 1 26.8 17.09 12.58  0.88
200325126 26 S1513+5550 230.2343720 56.0216440 0 29.2 17.08 12.57  3.37
200325126 27 S1513+5550 226.4456900 56.4267500 1 32.5 17.15 12.41 -0.05
200325126 28 S1513+5550 227.2917810 56.4368300 0 27.4 17.28 12.55 -0.41
200325126 29 S1513+5550 228.1383330 56.4411520 1 27.4 17.13 12.59  0.76
200325126 30 S1513+5550 228.9849780 56.4397110 0 30.2 17.21 12.61  0.81
200325126 31 S1513+5550 229.8313450 56.4325090 0 29.5 17.31 12.49  0.70
200325126 32 S1513+5550 230.6770670 56.4195540 1 39.4 17.39 12.71  2.21
200325126 33 S1513+5550 225.9980570 56.8244860 0 35.7 17.12 12.55 -0.56
200325126 34 S1513+5550 226.8528090 56.8376390 0 30.9 17.03 12.54 -0.01
200325126 35 S1513+5550 227.7082270 56.8449520 0 28.8 17.03 12.64  0.70
200325126 36 S1513+5550 228.5639320 56.8464140 0 32.3 17.05 12.62  0.68
200325126 37 S1513+5550 229.4195420 56.8420260 1 28.6 17.12 12.62  0.99
200325126 38 S1513+5550 230.2746740 56.8317920 0 32.8 17.12 12.57  0.73
200325126 39 S1513+5550 231.1289500 56.8157220 1 43.9 17.00 12.65  4.11
200326001 00 S0232+3848 38.0708330 38.8088890 0 28.9 22.78 11.70 -0.14
200326001 01 S0232+3848 36.1467920 37.7799780 1 48.3 23.47 11.67 -0.86
200326001 02 S0232+3848 36.7385440 37.7881230 1 42.7 23.43 11.58 -0.39
200326001 03 S0232+3848 37.3305800 37.7933090 1 32.5 23.46 11.63 -0.24
200326001 04 S0232+3848 37.9227750 37.7955320 0 38.6 22.47 11.09 -0.17
200326001 05 S0232+3848 38.5150000 37.7947910 0 30.9 23.22 11.67 -0.19
200326001 06 S0232+3848 39.1071320 37.7910860 0 36.3 23.34 11.54 -0.23
200326001 07 S0232+3848 39.6990410 37.7844200 1 46.2 23.56 11.61 -0.05
200326001 08 S0232+3848 36.4334440 38.1895180 0 60.4 24.97 11.94  1.23
200326001 09 S0232+3848 37.0286890 38.1962840 0 35.9 23.22 11.59 -0.37
200326001 10 S0232+3848 37.6241600 38.2000440 0 39.5 23.12 11.64 -0.30
200326001 11 S0232+3848 38.2197270 38.2007960 1 31.7 23.01 11.70 -0.31
200326001 12 S0232+3848 38.8152620 38.1985400 1 33.0 23.14 11.55 -0.45
200326001 13 S0232+3848 39.4106360 38.1932760 0 38.4 23.15 11.56 -0.10
200326001 14 S0232+3848 40.0057210 38.1850100 1 46.0 23.33 11.62 -0.54
200326001 15 S0232+3848 36.7234310 38.5984900 1 41.6 23.22 11.80 -1.42
200326001 16 S0232+3848 37.3221810 38.6038310 1 32.7 22.99 11.71 -0.27
200326001 17 S0232+3848 37.9210940 38.6061200 1 46.7 22.78 11.72 -0.66
200326001 18 S0232+3848 38.5200410 38.6053570 0 31.0 22.65 11.77 -1.26
200326001 19 S0232+3848 39.1188880 38.6015420 1 31.0 22.91 11.65 -0.26
200326001 20 S0232+3848 39.7175070 38.5946770 1 44.1 23.39 11.78 -0.58
200326001 21 S0232+3848 36.4147670 38.9998550 1 41.1 22.83 11.66 -0.24
200326001 22 S0232+3848 37.0167980 39.0068200 1 32.0 22.77 11.61 -0.33
200326001 23 S0232+3848 37.6190620 39.0106910 1 29.8 22.85 11.59 -0.25
200326001 24 S0232+3848 38.2214260 39.0114650 0 28.8 22.75 11.66 -0.10
200326001 26 S0232+3848 39.4259200 39.0037240 1 32.7 22.70 11.69 -0.36
200326001 27 S0232+3848 36.7079720 39.4089370 0 35.8 22.59 11.53 -0.23
200326001 28 S0232+3848 37.3135890 39.4144330 1 30.9 22.86 11.62 -0.09
200326001 29 S0232+3848 37.9193760 39.4167900 0 28.6 22.72 11.73 -0.17
200326001 30 S0232+3848 38.5251960 39.4160040 0 29.8 22.50 11.72 -0.55
200326001 31 S0232+3848 39.1309150 39.4120770 0 33.7 22.56 11.77 -0.19
200326001 32 S0232+3848 39.7363970 39.4050120 1 47.8 22.78 11.81 -0.12
200326001 33 S0232+3848 36.3956600 39.8101070 0 43.3 22.69 11.70 -0.23
200326001 34 S0232+3848 37.0046330 39.8172740 0 35.3 22.47 11.67 -0.37
200326001 35 S0232+3848 37.6138470 39.8212570 0 34.5 22.48 11.69 -0.13
200326001 36 S0232+3848 38.2231640 39.8220540 0 31.9 22.36 11.78 -0.44
200326001 37 S0232+3848 38.8324470 39.8196640 1 34.2 22.48 11.72 -0.06
200326001 38 S0232+3848 39.4415580 39.8140880 1 39.6 22.40 11.72 -0.08
200326001 39 S0232+3848 40.0503590 39.8053320 1 54.2 22.44 11.76  0.17
200327019 00 S2218+4832 334.7458330 48.5372220 1 27.8 18.72 12.42  4.06
200327019 01 S2218+4832 332.4946700 47.5019250 1 48.5 18.96 12.40  6.52
200327019 02 S2218+4832 333.1869180 47.5133930 0 39.7 19.09 12.38  4.93
200327019 03 S2218+4832 333.8796210 47.5206960 1 32.8 19.24 12.25  4.42
200327019 04 S2218+4832 334.5725780 47.5238270 1 30.6 18.95 12.29  2.98
200327019 05 S2218+4832 335.2655850 47.5227830 0 31.6 19.03 12.35  1.57
200327019 06 S2218+4832 335.9584410 47.5175660 0 38.1 19.09 12.31  1.16
200327019 07 S2218+4832 336.6509420 47.5081790 0 47.8 17.50 11.58  0.91
200327019 08 S2218+4832 332.8256630 47.9132160 0 54.7 19.80 12.99  5.36
200327019 09 S2218+4832 333.5236340 47.9227380 0 34.7 19.19 12.30  4.45
200327019 10 S2218+4832 334.2219690 47.9280320 1 30.4 18.88 12.39  3.09
200327019 11 S2218+4832 334.9204590 47.9290900 0 31.1 18.93 12.32  2.56
200327019 12 S2218+4832 335.6188970 47.9259140 0 32.2 18.80 12.34  2.44
200327019 13 S2218+4832 336.3170760 47.9185050 1 35.7 17.46 11.48  1.90
200327019 14 S2218+4832 337.0147880 47.9068700 1 45.1 18.75 12.48  0.89
200327019 15 S2218+4832 333.1620660 48.3236770 0 41.9 19.03 12.52  5.06
200327019 16 S2218+4832 333.8658070 48.3311920 1 35.8 18.94 12.36  4.25
200327019 17 S2218+4832 334.5698150 48.3344150 0 32.6 18.74 12.47  4.13
200327019 18 S2218+4832 335.2738750 48.3333400 0 30.1 18.86 12.39  3.34
200327019 19 S2218+4832 335.9777760 48.3279710 0 33.5 18.77 12.30  3.39
200327019 20 S2218+4832 336.6813050 48.3183110 1 38.0 18.56 12.47  2.59
200327019 21 S2218+4832 332.7948130 48.7234240 0 42.6 18.78 12.42  4.41
200327019 22 S2218+4832 333.5039900 48.7332230 1 33.4 18.66 12.41  3.83
200327019 23 S2218+4832 334.2135460 48.7386690 1 29.9 18.89 12.39  4.64
200327019 24 S2218+4832 334.9232660 48.7397590 0 30.7 18.66 12.41  2.58
200327019 25 S2218+4832 335.6329320 48.7364910 0 28.8 18.56 12.45  2.14
200327019 26 S2218+4832 336.3423260 48.7288670 0 37.9 18.38 12.39  4.15
200327019 27 S2218+4832 333.1364090 49.1340350 0 38.4 18.34 12.36  4.22
200327019 28 S2218+4832 333.8515460 49.1417680 0 31.7 18.69 12.47  4.04
200327019 29 S2218+4832 334.5669620 49.1450830 0 28.8 18.74 12.33  5.27
200327019 30 S2218+4832 335.2824330 49.1439780 0 29.8 18.50 12.45  2.64
200327019 31 S2218+4832 335.9977380 49.1384540 0 31.9 18.58 12.37  2.99
200327019 32 S2218+4832 336.7126520 49.1285150 1 44.6 18.58 12.74  3.95
200327019 33 S2218+4832 332.7629570 49.5335420 0 41.3 18.61 12.42  5.56
200327019 34 S2218+4832 333.4837030 49.5436230 0 31.0 18.75 12.33  4.29
200327019 35 S2218+4832 334.2048490 49.5492250 0 31.5 18.55 12.53  4.97
200327019 36 S2218+4832 334.9261660 49.5503460 0 30.4 18.48 12.43  3.64
200327019 37 S2218+4832 335.6474260 49.5469840 0 30.7 18.64 12.39  5.01
200327019 38 S2218+4832 336.3684000 49.5391420 0 35.0 18.47 12.40  5.93
200327019 39 S2218+4832 337.0888610 49.5268260 0 45.6 18.18 12.47  2.41
200327060 00 S1516+5324 229.0750000 53.4013890 1 30.5 17.76 12.37  2.33
200327060 01 S1516+5324 226.5844690 52.3619440 1 48.1 18.13 12.34 -1.91
200327060 02 S1516+5324 227.3502210 52.3755710 0 37.7 17.91 12.32  0.39
200327060 03 S1516+5324 228.1165890 52.3842490 1 31.2 18.00 12.26  0.49
200327060 04 S1516+5324 228.8833010 52.3879700 0 30.0 18.01 12.36  0.73
200327060 05 S1516+5324 229.6500810 52.3867290 1 30.7 17.98 12.31 -0.89
200327060 06 S1516+5324 230.4166550 52.3805290 0 35.5 18.02 12.30 -1.89
200327060 07 S1516+5324 231.1827490 52.3693750 1 46.3 16.60 11.55 -0.32
200327060 08 S1516+5324 226.9474720 52.7743600 0 50.2 18.77 12.78  1.84
200327060 09 S1516+5324 227.7207490 52.7856810 0 33.4 17.94 12.27  1.92
200327060 10 S1516+5324 228.4945180 52.7919740 1 30.4 17.84 12.26  1.64
200327060 11 S1516+5324 229.2685000 52.7932320 0 38.0 17.93 12.27  1.35
200327060 12 S1516+5324 230.0424110 52.7894560 1 31.4 18.06 12.34  2.97
200327060 13 S1516+5324 230.8159690 52.7806480 1 39.3 16.66 11.43  1.64
200327060 14 S1516+5324 231.5888930 52.7668170 1 47.7 18.01 12.41 -1.76
200327060 15 S1516+5324 227.3175350 53.1857840 0 40.4 18.14 12.46  2.23
200327060 16 S1516+5324 228.0984190 53.1947230 0 35.1 17.82 12.41  1.87
200327060 17 S1516+5324 228.8796660 53.1985560 1 31.0 17.82 12.36  1.98
200327060 18 S1516+5324 229.6609850 53.1972780 0 30.2 17.84 12.35  2.42
200327060 19 S1516+5324 230.4420870 53.1908920 1 29.1 17.79 12.35  2.24
200327060 20 S1516+5324 231.2226810 53.1794020 1 36.2 17.68 12.39  0.74
200327060 21 S1516+5324 226.9067810 53.5844610 0 48.1 17.89 12.37  2.79
200327060 22 S1516+5324 227.6948320 53.5961220 0 31.7 17.71 12.40  2.22
200327060 23 S1516+5324 228.4834060 53.6026030 1 29.2 17.56 12.45  0.62
200327060 24 S1516+5324 229.2722040 53.6039000 0 28.7 17.85 12.33  1.46
200327060 25 S1516+5324 230.0609270 53.6000100 0 29.3 17.60 12.43  0.65
200327060 26 S1516+5324 230.8492770 53.5909380 1 30.9 17.71 12.36  0.44
200327060 27 S1516+5324 227.2835860 53.9960690 1 35.1 17.47 12.37  0.62
200327060 28 S1516+5324 228.0795460 54.0052760 0 34.3 17.51 12.48  0.65
200327060 29 S1516+5324 228.8758900 54.0092240 1 28.7 17.62 12.47  1.27
200327060 30 S1516+5324 229.6723110 54.0079080 1 28.3 17.66 12.45  2.28
200327060 31 S1516+5324 230.4685010 54.0013300 0 33.1 17.58 12.44  2.00
200327060 32 S1516+5324 231.2641540 53.9894960 1 43.0 17.85 12.45  2.86
200327060 33 S1516+5324 226.8645040 54.3944660 1 36.6 17.49 12.47  0.50
200327060 34 S1516+5324 227.6679050 54.4064750 0 33.9 17.42 12.57 -0.44
200327060 35 S1516+5324 228.4718600 54.4131510 0 43.7 17.49 12.53  0.69
200327060 36 S1516+5324 229.2760530 54.4144860 0 37.1 17.50 12.47  1.68
200327060 37 S1516+5324 230.0801670 54.4104800 0 41.2 17.48 12.55  0.35
200327060 38 S1516+5324 230.8838850 54.4011370 0 39.6 17.57 12.44  2.71
200327060 39 S1516+5324 231.6868910 54.3864650 0 47.4 17.46 12.52  0.85
200328001 00 S0257+4114 44.4875000 41.2408330 0 30.0 22.61 11.42  1.64
200328001 01 S0257+4114 42.4961850 40.2105040 0 54.1 22.85 11.54  0.81
200328001 02 S0257+4114 43.1086080 40.2193870 0 43.1 22.98 11.31  1.10
200328001 03 S0257+4114 43.7213470 40.2250430 1 32.9 23.77 11.20  1.81
200328001 04 S0257+4114 44.3342610 40.2274680 1 34.1 23.35 11.35  1.23
200328001 05 S0257+4114 44.9472090 40.2266590 1 39.1 23.37 11.40  1.34
200328001 06 S0257+4114 45.5600530 40.2226180 0 38.2 23.37 11.41  1.07
200328001 07 S0257+4114 46.1726510 40.2153480 1 51.2 21.61 10.67  1.58
200328001 08 S0257+4114 42.7919990 40.6204350 0 54.5 23.69 11.97  2.13
200328001 09 S0257+4114 43.4083570 40.6278110 0 38.3 23.49 11.23  1.68
200328001 10 S0257+4114 44.0249660 40.6319110 0 31.8 22.86 11.35  1.63
200328001 11 S0257+4114 44.6416810 40.6327310 0 30.3 22.68 11.40  1.18
200328001 12 S0257+4114 45.2583610 40.6302710 0 31.5 22.95 11.35  1.21
200328001 13 S0257+4114 45.8748620 40.6245320 0 37.1 20.84 10.90  0.51
200328001 14 S0257+4114 46.4910420 40.6155190 0 46.4 23.21 11.43  1.77
200328001 15 S0257+4114 43.0915630 41.0297380 0 43.3 22.99 11.46 -0.37
200328001 16 S0257+4114 43.7118740 41.0355600 0 32.5 22.77 11.39  0.40
200328001 17 S0257+4114 44.3323660 41.0380560 0 30.7 22.76 11.41  0.58
200328001 18 S0257+4114 44.9528940 41.0372240 0 31.6 22.77 11.39  0.20
200328001 19 S0257+4114 45.5733130 41.0330640 0 33.1 22.89 11.38  1.67
200328001 20 S0257+4114 46.1934780 41.0255810 1 37.0 22.94 11.52  1.50
200328001 21 S0257+4114 42.7709140 41.4307460 1 38.6 23.09 11.27  2.27
200328001 22 S0257+4114 43.3949330 41.4383370 0 31.1 22.38 11.47  1.24
200328001 23 S0257+4114 44.0192110 41.4425570 1 29.5 22.67 11.41  1.81
200328001 24 S0257+4114 44.6436000 41.4434010 0 29.4 22.90 11.44  1.71
200328001 25 S0257+4114 45.2679520 41.4408690 1 30.1 22.77 11.52  1.64
200328001 26 S0257+4114 45.8921180 41.4349630 0 32.2 22.90 11.45  1.88
200328001 27 S0257+4114 43.0740920 41.8401670 0 36.2 22.33 11.24  1.03
200328001 28 S0257+4114 43.7021630 41.8461570 0 31.0 22.55 11.43  1.71
200328001 29 S0257+4114 44.3304230 41.8487250 0 29.6 22.48 11.50  1.73
200328001 30 S0257+4114 44.9587210 41.8478690 1 29.4 22.75 11.48  1.77
200328001 31 S0257+4114 45.5869060 41.8435900 1 31.8 22.64 11.54  1.70
200328001 32 S0257+4114 46.2148260 41.8358910 1 48.1 23.18 11.56  1.82
200328001 33 S0257+4114 42.7492980 42.2409730 1 38.4 22.31 11.48  1.99
200328001 34 S0257+4114 43.3811700 42.2487810 1 32.1 22.75 11.37  1.63
200328001 35 S0257+4114 44.0133100 42.2531210 0 34.6 22.50 11.52  1.88
200328001 36 S0257+4114 44.6455660 42.2539890 1 30.5 22.48 11.55  1.85
200328001 37 S0257+4114 45.2777840 42.2513850 1 30.5 22.42 11.57  1.80
200328001 38 S0257+4114 45.9098090 42.2453100 0 38.7 22.33 11.53  1.77
200328001 39 S0257+4114 46.5414880 42.2357700 1 46.6 22.19 11.66  1.91
200329018 00 S2231+4340 337.8833330 43.6730560 1 27.7 22.10 11.72 -4.33
200329018 01 S2231+4340 335.8160060 42.6412020 1 42.3 21.75 11.69 -4.98
200329018 02 S2231+4340 336.4517830 42.6508790 0 41.3 22.46 11.62 -5.02
200329018 03 S2231+4340 337.0879130 42.6570400 1 31.4 22.40 11.62 -4.17
200329018 04 S2231+4340 337.7242390 42.6596820 0 33.5 22.37 11.61 -4.02
200329018 05 S2231+4340 338.3606050 42.6588010 0 29.4 22.50 11.64 -3.70
200329018 06 S2231+4340 338.9968520 42.6543990 0 31.3 22.61 11.56 -3.77
200329018 07 S2231+4340 339.6328250 42.6464790 0 41.2 22.54 11.58 -3.50
200329018 08 S2231+4340 336.1221500 43.0515520 0 56.8 23.12 12.11 -4.58
200329018 09 S2231+4340 336.7623700 43.0595860 0 38.8 21.93 11.72 -4.20
200329018 10 S2231+4340 337.4028700 43.0640520 1 29.0 22.38 11.63 -4.21
200329018 11 S2231+4340 338.0434910 43.0649450 0 28.2 22.35 11.67 -3.85
200329018 12 S2231+4340 338.6840710 43.0622650 0 28.8 22.40 11.59 -3.97
200329018 13 S2231+4340 339.3244510 43.0560150 0 30.8 22.34 11.58 -3.65
200329018 14 S2231+4340 339.9644710 43.0461980 1 40.1 21.99 11.73 -2.90
200329018 15 S2231+4340 336.4325180 43.4612110 1 38.9 22.51 11.60 -5.62
200329018 16 S2231+4340 337.0772060 43.4675510 1 29.8 22.01 11.67 -4.97
200329018 17 S2231+4340 337.7220970 43.4702700 0 28.0 22.02 11.73 -4.08
200329018 18 S2231+4340 338.3670300 43.4693630 0 30.2 22.13 11.67 -3.91
200329018 19 S2231+4340 339.0118400 43.4648340 0 28.8 22.10 11.67 -3.69
200329018 20 S2231+4340 339.6563640 43.4566840 0 32.9 22.07 11.64 -3.60
200329018 21 S2231+4340 336.0982940 43.8618350 0 36.2 21.07 11.78 -5.02
200329018 22 S2231+4340 336.7471800 43.8701010 0 32.6 21.76 11.76 -4.73
200329018 23 S2231+4340 337.3963580 43.8746950 1 30.3 21.87 11.80 -4.41
200329018 24 S2231+4340 338.0456610 43.8756140 0 36.6 21.91 11.74 -3.83
200329018 25 S2231+4340 338.6949230 43.8728570 1 27.5 21.91 11.70 -3.87
200329018 26 S2231+4340 339.3439760 43.8664260 1 30.5 21.79 11.77 -3.66
200329018 27 S2231+4340 336.4127280 44.2716210 1 35.6 21.32 11.68 -4.81
200329018 28 S2231+4340 337.0662060 44.2781430 0 29.6 21.28 11.83 -3.52
200329018 29 S2231+4340 337.7198970 44.2809390 1 28.2 21.57 11.86 -3.83
200329018 30 S2231+4340 338.3736300 44.2800070 0 30.7 21.61 11.78 -3.76
200329018 31 S2231+4340 339.0272360 44.2753470 1 31.0 21.78 11.74 -4.08
200329018 32 S2231+4340 339.6805450 44.2669640 1 42.5 22.29 11.75 -5.04
200329018 33 S2231+4340 336.0737820 44.6720310 1 36.2 20.97 11.93 -4.39
200329018 34 S2231+4340 336.7315730 44.6805320 0 29.1 21.30 11.82 -4.69
200329018 35 S2231+4340 337.3896670 44.6852570 0 31.8 21.56 11.76 -5.07
200329018 36 S2231+4340 338.0478920 44.6862020 1 30.1 21.59 11.69 -4.47
200329018 37 S2231+4340 338.7060730 44.6833670 0 38.0 22.21 11.78 -4.59
200329018 38 S2231+4340 339.3640370 44.6767530 0 33.2 21.70 11.69 -5.07
200329018 39 S2231+4340 340.0216110 44.6663670 1 54.5 22.47 12.12 -5.17
200329059 00 S1532+5550 233.1500000 55.8333330 0 27.1 16.97 12.59  0.63
200329059 01 S1532+5550 230.5119930 54.7914550 0 43.9 16.82 12.73  4.60
200329059 02 S1532+5550 231.3230150 54.8063480 0 44.6 17.02 12.60  3.83
200329059 03 S1532+5550 232.1347710 54.8158330 1 31.6 16.83 12.68  3.85
200329059 04 S1532+5550 232.9469340 54.8198990 0 39.3 17.29 12.62  2.90
200329059 05 S1532+5550 233.7591780 54.8185440 0 29.2 17.10 12.59  4.40
200329059 06 S1532+5550 234.5711780 54.8117670 1 31.7 17.01 12.73  4.60
200329059 07 S1532+5550 235.3826080 54.7995770 1 39.5 17.10 12.88  8.64
200329059 08 S1532+5550 230.8945030 55.2045270 1 49.2 18.08 13.05  3.75
200329059 09 S1532+5550 231.7142430 55.2169050 0 36.0 17.05 12.54  2.71
200329059 10 S1532+5550 232.5345700 55.2237850 1 28.8 17.04 12.55  2.97
200329059 11 S1532+5550 233.3551500 55.2251620 0 31.1 16.93 12.54  1.82
200329059 12 S1532+5550 234.1756460 55.2210330 0 43.3 16.59 12.33  2.22
200329059 13 S1532+5550 234.9957210 55.2114030 0 30.2 16.97 12.60  2.41
200329059 14 S1532+5550 235.8150410 55.1962810 0 40.0 17.25 12.79  6.51
200329059 15 S1532+5550 231.2851540 55.6165150 0 42.1 17.34 12.50  2.39
200329059 16 S1532+5550 232.1137210 55.6262930 1 31.8 16.99 12.58  1.03
200329059 17 S1532+5550 232.9427230 55.6304850 0 28.4 17.02 12.48  0.82
200329059 18 S1532+5550 233.7718110 55.6290880 0 30.0 16.98 12.72  2.17
200329059 19 S1532+5550 234.6006380 55.6221010 0 27.5 16.88 12.68  2.31
200329059 20 S1532+5550 235.4288590 55.6095340 1 34.0 16.84 12.79  4.61
200329059 21 S1532+5550 230.8472890 56.0145560 1 39.6 16.87 12.68  4.56
200329059 22 S1532+5550 231.6841690 56.0273160 1 29.4 17.10 12.52  2.38
200329059 23 S1532+5550 232.5216750 56.0344100 1 29.4 17.16 12.52  2.20
200329059 24 S1532+5550 233.3594490 56.0358290 0 27.7 16.78 12.69  3.15
200329059 25 S1532+5550 234.1971340 56.0315720 0 28.8 17.03 12.64  1.31
200329059 26 S1532+5550 235.0343720 56.0216440 1 29.6 16.74 12.65  2.15
200329059 27 S1532+5550 231.2456900 56.4267500 1 35.8 17.26 12.24  2.63
200329059 28 S1532+5550 232.0917810 56.4368300 1 27.0 17.22 12.56  1.64
200329059 29 S1532+5550 232.9383330 56.4411520 1 31.6 16.90 12.56  2.20
200329059 30 S1532+5550 233.7849780 56.4397110 0 27.4 16.91 12.63  2.61
200329059 31 S1532+5550 234.6313450 56.4325090 1 30.5 16.92 12.66  1.67
200329059 32 S1532+5550 235.4770670 56.4195540 1 40.9 17.12 13.00  5.15
200329059 33 S1532+5550 230.7980570 56.8244860 0 37.7 17.07 12.67  1.25
200329059 34 S1532+5550 231.6528090 56.8376390 0 31.7 17.14 12.52  1.41
200329059 35 S1532+5550 232.5082270 56.8449520 0 29.8 16.83 12.65  3.66
200329059 36 S1532+5550 233.3639320 56.8464140 1 28.3 16.85 12.62  1.93
200329059 37 S1532+5550 234.2195420 56.8420260 0 28.9 16.96 12.67  2.14
200329059 38 S1532+5550 235.0746740 56.8317920 0 33.6 16.92 12.63  1.31
200329059 39 S1532+5550 235.9289500 56.8157220 0 48.7 16.87 12.65  0.78
200330001 00 S0312+4114 48.1250000 41.2408330 0 28.6 22.63 11.56  2.68
200330001 01 S0312+4114 46.1336850 40.2105040 0 53.5 23.75 11.33  3.20
200330001 02 S0312+4114 46.7461080 40.2193870 0 46.8 23.52 11.43  2.83
200330001 03 S0312+4114 47.3588470 40.2250430 0 40.1 23.42 11.46  2.97
200330001 04 S0312+4114 47.9717610 40.2274680 0 42.1 23.77 11.47  2.79
200330001 05 S0312+4114 48.5847090 40.2266590 0 32.6 23.38 11.46  2.79
200330001 06 S0312+4114 49.1975530 40.2226180 0 32.2 23.38 11.43  2.95
200330001 07 S0312+4114 49.8101510 40.2153480 1 44.7 23.22 11.47  2.77
200330001 08 S0312+4114 46.4294990 40.6204350 0 48.0 24.49 11.74  3.35
200330001 09 S0312+4114 47.0458570 40.6278110 0 38.7 23.26 11.41  2.93
200330001 10 S0312+4114 47.6624660 40.6319110 0 31.3 22.84 11.46  3.02
200330001 11 S0312+4114 48.2791810 40.6327310 0 33.2 22.96 11.38  2.81
200330001 12 S0312+4114 48.8958610 40.6302710 0 36.1 22.43 11.27  2.52
200330001 13 S0312+4114 49.5123620 40.6245320 1 33.0 23.16 11.50  2.95
200330001 14 S0312+4114 50.1285420 40.6155190 0 44.8 23.11 11.47  3.09
200330001 15 S0312+4114 46.7290630 41.0297380 0 46.6 23.48 11.43  2.84
200330001 16 S0312+4114 47.3493740 41.0355600 0 34.7 22.56 11.50  2.69
200330001 17 S0312+4114 47.9698660 41.0380560 0 32.0 22.84 11.50  2.74
200330001 18 S0312+4114 48.5903940 41.0372240 0 31.0 22.86 11.53  2.77
200330001 19 S0312+4114 49.2108130 41.0330640 0 30.6 22.73 11.59  2.65
200330001 20 S0312+4114 49.8309780 41.0255810 0 41.1 22.42 11.68  2.45
200330001 21 S0312+4114 46.4084140 41.4307460 1 39.7 23.18 11.36  3.63
200330001 22 S0312+4114 47.0324330 41.4383370 0 35.5 22.81 11.57  2.71
200330001 23 S0312+4114 47.6567110 41.4425570 0 30.2 21.79 11.88  2.21
200330001 24 S0312+4114 48.2811000 41.4434010 0 29.1 22.85 11.53  3.02
200330001 25 S0312+4114 48.9054520 41.4408690 0 29.5 22.63 11.60  2.78
200330001 26 S0312+4114 49.5296180 41.4349630 0 51.2 22.75 11.56  3.42
200330001 27 S0312+4114 46.7115920 41.8401670 1 41.4 22.78 11.30  3.41
200330001 28 S0312+4114 47.3396630 41.8461570 0 32.8 22.60 11.57  2.88
200330001 29 S0312+4114 47.9679230 41.8487250 0 30.7 22.23 11.81  2.58
200330001 30 S0312+4114 48.5962210 41.8478690 0 30.0 22.47 11.58  2.92
200330001 31 S0312+4114 49.2244060 41.8435900 0 103.9 22.66 11.54  3.51
200330001 32 S0312+4114 49.8523260 41.8358910 0 114.2 24.45 12.04  5.80
200330001 33 S0312+4114 46.3867980 42.2409730 1 41.6 22.71 11.41  3.38
200330001 34 S0312+4114 47.0186700 42.2487810 1 34.6 22.24 11.56  2.72
200330001 35 S0312+4114 47.6508100 42.2531210 0 32.3 22.50 11.54  3.43
200330001 36 S0312+4114 48.2830660 42.2539890 1 33.6 22.55 11.56  3.41
200330001 37 S0312+4114 48.9152840 42.2513850 0 34.9 22.56 11.54  3.54
200330001 38 S0312+4114 49.5473090 42.2453100 0 51.5 22.49 11.60  3.58
200330001 39 S0312+4114 50.1789880 42.2357700 0 56.9 22.54 11.48  4.21
200331017 00 S2235+4832 338.8875000 48.5372220 1 33.2 19.53 11.81 -2.05
200331017 01 S2235+4832 336.6363370 47.5019250 0 46.8 19.88 11.75 -4.51
200331017 02 S2235+4832 337.3285850 47.5133930 0 46.4 19.86 11.66 -3.43
200331017 03 S2235+4832 338.0212880 47.5206960 0 33.0 19.77 11.75 -2.95
200331017 04 S2235+4832 338.7142450 47.5238270 0 32.6 19.86 11.67 -3.10
